team_id,team_title,team_country_id,team_country_name,team_noc,result_id,position,total_time,start_num,prog_id,event_id,event_title,team_order,athlete_id,athlete_title,athlete_gender
126779,Team I Great Britain,292,Great Britain,GBR,1064347,1,01:20:50,2,546860,163476,2022 World Triathlon Championship Series Hamburg,2,71161,Sian Rainsley,female
126779,Team I Great Britain,292,Great Britain,GBR,1064347,1,01:20:50,2,546860,163476,2022 World Triathlon Championship Series Hamburg,3,88205,Samuel Dickinson,male
126779,Team I Great Britain,292,Great Britain,GBR,1064347,1,01:20:50,2,546860,163476,2022 World Triathlon Championship Series Hamburg,4,86051,Kate Waugh,female
126778,Team I Australia,111,Australia,AUS,1064348,2,01:21:03,7,546860,163476,2022 World Triathlon Championship Series Hamburg,1,55495,Luke Willian,male
126778,Team I Australia,111,Australia,AUS,1064348,2,01:21:03,7,546860,163476,2022 World Triathlon Championship Series Hamburg,2,123455,Sophie Linn,female
126778,Team I Australia,111,Australia,AUS,1064348,2,01:21:03,7,546860,163476,2022 World Triathlon Championship Series Hamburg,3,80795,Matthew Hauser,male
126778,Team I Australia,111,Australia,AUS,1064348,2,01:21:03,7,546860,163476,2022 World Triathlon Championship Series Hamburg,4,45907,Natalie Van Coevorden,female
126776,Team I Germany,170,Germany,GER,1064349,3,01:21:10,1,546860,163476,2022 World Triathlon Championship Series Hamburg,1,61357,Valentin Wernz,male
126776,Team I Germany,170,Germany,GER,1064349,3,01:21:10,1,546860,163476,2022 World Triathlon Championship Series Hamburg,2,79065,Lisa Tertsch,female
126776,Team I Germany,170,Germany,GER,1064349,3,01:21:10,1,546860,163476,2022 World Triathlon Championship Series Hamburg,3,73078,Lasse Nygaard Priester,male
126776,Team I Germany,170,Germany,GER,1064349,3,01:21:10,1,546860,163476,2022 World Triathlon Championship Series Hamburg,4,70413,Laura Lindemann,female
126783,Team I Switzerland,276,Switzerland,SUI,1064350,4,01:21:26,9,546860,163476,2022 World Triathlon Championship Series Hamburg,1,70032,Max Studer,male
126783,Team I Switzerland,276,Switzerland,SUI,1064350,4,01:21:26,9,546860,163476,2022 World Triathlon Championship Series Hamburg,2,115148,Cathia Schär,female
126783,Team I Switzerland,276,Switzerland,SUI,1064350,4,01:21:26,9,546860,163476,2022 World Triathlon Championship Series Hamburg,3,98098,Simon Westermann,male
126783,Team I Switzerland,276,Switzerland,SUI,1064350,4,01:21:26,9,546860,163476,2022 World Triathlon Championship Series Hamburg,4,84816,Julie Derron,female
126782,Team I New Zealand,232,New Zealand,NZL,1064351,5,01:22:12,5,546860,163476,2022 World Triathlon Championship Series Hamburg,1,104034,Hayden Wilde,male
126782,Team I New Zealand,232,New Zealand,NZL,1064351,5,01:22:12,5,546860,163476,2022 World Triathlon Championship Series Hamburg,2,64750,Nicole Van Der Kaay,female
126782,Team I New Zealand,232,New Zealand,NZL,1064351,5,01:22:12,5,546860,163476,2022 World Triathlon Championship Series Hamburg,3,103632,Dylan McCullough,male
126782,Team I New Zealand,232,New Zealand,NZL,1064351,5,01:22:12,5,546860,163476,2022 World Triathlon Championship Series Hamburg,4,6783,Andrea Hansen,female
126774,Team I Hungary,182,Hungary,HUN,1064352,6,01:22:30,17,546860,163476,2022 World Triathlon Championship Series Hamburg,1,11001,Gábor Faldum,male
126774,Team I Hungary,182,Hungary,HUN,1064352,6,01:22:30,17,546860,163476,2022 World Triathlon Championship Series Hamburg,2,16368,Zsanett Kuttor-Bragmayer,female
